restaurant,Asian Cuisine,Dining Experience,Food Quality,Service Speed,Staff Friendliness,Value for Money,Western Cuisine,avg_rating,review_count,Asian Cuisine_text,Dining Experience_text,Food Quality_text,Service Speed_text,Staff Friendliness_text,Value for Money_text,Western Cuisine_text
Shanghai,3.0,3.0,4.3691134,1.3561713,4.957805,4.430411,3.0,4.116279069767442,43,No specific mentions.,No specific mentions.,"We were here twice - the 1st time before Chinese New Year and the 2nd time on the 1st day of Chinese New Year. Both times we had the Yee Sang with mini abalone. We tried the Shanghai dumplings, Spanis...",Made a reservation thru tableapps. Called to confirm seats one day before and staff confirm ok. When i went there on next day for lunch. I told the counter staff i have a reservation at 1pm. He told m...,"The service in Shanghai Restaurant are excellent, the people there are so kind and friendly. Good to experience the delicious foods and wonderful service there. Thumbs up! ❤️ Will definitely come back...","I was surprised that this restaurant is quite under-rated! Being a guest in JW Marriot, I decided to try out one of their F&B Outlets which is this Shanghai Restaurant for dinner.At first sight when I...",No specific mentions.
Shawarma Damascus,3.0,3.0,4.354875,3.0,4.9363003,4.831299,3.0,4.28,25,No specific mentions.,No specific mentions.,This place offers amazing middle eastern food and the most popular one is their kebabs. The servers are very generous with their juicy tasty meat. They wrap it with love and give it to you gratefuly. ...,Goshh such all bad there : service terrible no glass fory water no fork n knife until I asked for . The shawarma chicken and hummus was terrible. So dry so hard to finish no veggies no presentation on...,Ate the best shawarma and the most refreshing fruit juice in Bukt Bintang.. keep it up. A 'Must Eat'  for those visiting the shopping district of KL. They also have the most awesome service. Keep it u...,The food was great at this restaurant and the price was good too. The service was friendly and was quick.,No specific mentions.
Shell Out,3.0,3.0,3.0,3.0,4.8385787,4.078945,3.0,3.764705882352941,17,No specific mentions.,No specific mentions.,"This had to be the best shellout experience ever. The combo set is a mixture of crabs, mussels, broccoli, prawns, octopus, scallops, crawfish drenched in a special shell bang sauce, provided the ultim...",It was one of our fav restaurants for our monthly family gathering but today it was over. We arranged a birthday party at the restaurant today. And make a proper reservation with one of the Indian sta...,No word can describe it. Everything is awesome.Best dishes ..Reasonable price..good environment...friendly staff..suitable for business or family gathering.A lot of parking space. Hyper market in the ...,"This restaurant was clean and food was great for a Saturday Lunch . People from Singapore, Australia and China enjoyed the food.",No specific mentions.
Shin Nihon,3.0,3.0,4.904319,1.9951009,4.9501276,4.51636,3.0,4.3,30,No specific mentions.,No specific mentions.,This place has one of the best yakiniku in KL! Their wagyu beef and ox tongue is really delicious! Also try the kale salad as it goes well with the meat. I also love their beef tartar with avocado. If...,"Firstly, making a reservation here was stressful. The lady who took my call said just come and reluctantly at my insistence took my name. When my guests got there, there were directed to different roo...","Went here for dinner, the food is fresh and the staff is friendly and helpful. They recommend the food portion just enough for us. 👍🏼","The restaurant is fantastic! The food is fantastic, reservations are quick, and the quality is excellent. It has a Japanese feel to it. The space is small, but the interior is stunning. I felt like I ...",No specific mentions.
Ship,3.0,3.0,3.9689329,1.3541679,4.9618692,4.207616,3.0,3.6666666666666665,75,No specific mentions.,My Family selected and every year my brother will celebrate his birthday dinner at The Ship restaurant.,i always go there for the steaks and the French onion Soup. Its really good and I have been doing that past 15 years . I love their steaks a whole lot.,"I ordered the Bombay steak medium, however it arrived well done! If they can’t cook a steak properly in a steak house then what chance have we got of obtaining a properly cooked steak? I complained, t...",I love the escargot.. Wagyu beef.. Everything... The staff also very friendly. I like the environment..and the setting. 👍👍👍👍👍,Food is good and the price is moderate. I love the environment here and the shows here. different than other places i've been.,No specific mentions.
Shisha Lounge,3.0,3.0,3.0,3.0,4.1978407,3.611042,3.0,3.5476190476190474,42,No specific mentions.,No specific mentions.,"Best IRANIAN food in Kuala Lumpur, try the lamb chops and the kebab SULTANI and goneh Kebab and the Hookah Grape with Minit",It wont be a place of my choice to visit. The waiter is rude. Nobody entertain us when we came to this restaurant. We ask for table but their respond is no table available but we could see there are m...,I was really excited to try iranian food and when someone from iran recommened this place for us i didn't hesitate to go their and it was amazing experience their food is breathtaking i really recomme...,It's one the most popular places for those who want to try Persian food. The kebabs are amazing and highly recommended. Portions are huge and good for sharing. Their Rice is uniqely tasty.,No specific mentions.
Shook!,3.0,3.0,4.0956206,2.5101297,4.6213574,4.1923633,3.0,3.911290322580645,248,No specific mentions.,No specific mentions.,I've been to SHOOK twice and the food is very good I had some escargots as a starter and a nice piece of beef perfectly cooked as a main I could not take a dissert cause the portions for starters and ...,it was my very first time having dinner at shook last night and that is really a great experience for me as they served good food and great service . Highly recommend!!!,Loved dinner at Shook! The food was amazing and the live music was great! Definitely recommend this restaurant for an enjoyable experience!,"Always wonderful to go to Shook, I just need to remember how huge the serving sizes are! Fresh, delicious food, great service, nice surrounds. Centrally located.",No specific mentions.
Shucked,3.0,3.0,4.685278,3.0,3.0,4.8842783,3.0,4.5,16,No specific mentions.,No specific mentions.,"In love with the Steamed Lived Mussels style with cream, garlic and fine herbs!! 😋 The freshness of Mussels perfectly matches with the house sauce.  Oysters are fresh! Delicious!! Will be back to this...",Tried shucked @ publika many times but this is my first time coming to the gardens outlet on a Sunday lunch @ 12.10 pmI was there today but honestly the service slow and couldn’t cope with high volume...,"Good food, fresh oysters. Salmon linguine was nice and kids loved it. Very good service with friendly staff! Reasonable prices and a solid drink menu.",You get free oyster! It's so worth! So good! This is a great place for meet up with friends. Quite and strategic place.,No specific mentions.
Shucked Oyster and Seafood Bar,3.0,3.0,4.5584073,2.2556314,4.963647,4.3849683,3.0,4.260416666666667,96,No specific mentions.,No specific mentions.,Great environment at Shucked Oyster and Seafood Bar at Publika.Staff are friendly enough and food are fresh!!I love to having tasty oyster at Shucked Oyster because there are provide fresh oyster that...,"I think it's a great idea to serve food in a grocer, it gives you that fresh market atmosphere. Was here last Dec to gobble down a dozen oysters and back again for more! One comment would hv preferred...",We got the Valentines dozen special and loved it soon much we got a second.  Pair it with the house prosecco and you will have an amazing experience.  We will be back soon for sure!!!,Decent food and  great service at a good price! Very happy with my meal and I will definitely come back and recommend this place to my contacts. Can't wait to try everything else!,No specific mentions.
Simple Life,3.0,3.0,4.5303187,3.0,4.322825,4.502339,3.0,4.2,35,No specific mentions.,No specific mentions.,"Loved the food...great selection in the menu. Prices similar to other restaurants. We tried the mains -""""""""Mixed Mushroom Paste with the Multi-Grain Rice"""""""", """"""""Beancurd Roll with Chinese Herbs"""""""" ...",No specific mentions.,"With a group of friends shopping in Mid Valley/Gardens.One of my friends is vegetarian, so we have lunch at Simple Life Vegetarian Restaurant.I ordered Tempeh Pumpkin Rendang, to my surprise I love it...",Came here for lunch with my wife and we chose the Curry and Assam rice set. The food was great (note that Assam is lot spicier than the Curry) and I really like the atmosphere here.,No specific mentions.
Simple life,3.0,3.0,3.0,3.0,3.0,4.227406,3.0,4.25,20,No specific mentions.,No specific mentions.,"We visited the branch at Subways Putra Mall at PWTC. The food was served fast and the service was attentive. The restaurant featured vegetarian versions of Malay, Chinese, and Thai classic dishes. The...",No specific mentions.,No specific mentions.,"We just stumbled across this place while hunting for the Indian joint and at once were thrilled to see such wonderful collection of vegetarian items. The dishes we ordered were absolutely tasty, right...",No specific mentions.
Sin Kee Restaurant,3.0,3.0,4.4655976,2.6066086,3.0,3.9769483,3.0,3.547169811320755,53,No specific mentions.,No specific mentions.,"Had their famous stewed rice (RM9) which was big enough for 2 persons, chicken soup, vegetables. Also tried their herbal tea and barley with gingko. All extremely delicious and very cheap. Will defini...","The sweet and sour pork was really good. Place is very simple, noisy because it's has no doors and you can hear vehicles from the road. When we visited, there were no empty tables but the waiter manag...",Very tasty and pleasant place. Street food in a clean restoring shape. Try their steamed rice and original Chinese tea!,The MAN-FAN is one of the best and outstanding too.  I always go here to have my meal.  The last time I was there was few weeks ago and had a Hakka Pork Chop.  I also love the fried rice too.,No specific mentions.
Singh Chapati House Sdn Bhd,3.0,3.0,4.0936103,3.0,4.9565845,4.4467783,3.0,3.789473684210526,38,No specific mentions.,No specific mentions.,Wish I found these place earlier! Stumbled upon this restaurant as our hotel was close by.Staff were friendly and helpful in what to order. We got a chicken tikka masala which was absolutely delicious...,"Had bought Daal Tadka, Shahi Paneer, Mixed Vegetable: trust me Daal was good. But Both the curry was old and stale. We called them saying you have given stale food. He said, pls bring it back and we w...","It's a nice job to workers. It's delicious food . It's a healthy foods. I enjoyed to my family members. Thanks to make a decision, healthy and tasty food we our eat . Good job . God bless u . keep it ...",My first lunch in KL was here and I was so glad for that decision :). Really good chicken masala and chapati. I recommend it!,No specific mentions.
Siti Li Dining,3.0,3.0,3.0,2.0311363,3.0,4.1622753,3.0,3.947368421052632,19,No specific mentions.,No specific mentions.,No specific mentions.,"I have been wanting to try this place since seeing people Instagram-ing about the restaurant. If you like local Malay cuisine, you have come to the right place. My friend had their signature Laksa Joh...",I’m so happy to have tried this place today . They have comfortable homely ambiance . Their local food served was fantastic. Food like like homemade cook . I love it ! Perfect portions too. Service wa...,Just love this Bukit Damansara neighbourhood restaurant. The shop like interior is so original. The Malaysian food so scrumptious. The udang fritters with a hot chilli sauce were perfect. And we both ...,No specific mentions.
Sitka Restaurant,3.0,3.0,3.9799178,2.732356,3.0,4.048197,3.0,3.692307692307693,52,No specific mentions.,"Excellent first visit to Sitka Studio. Taste bud heaven with the amazing, locally sourced food and carefully selected wines, which complemented each dish so well. Thank you Christian, Jen and the Sitk...","We had the mushrooms on sourdough as well as the lobster for starters, both of which were lovely. My daughter had the mozarella with plums on a flatbread, whilst we had the gnocchi and the confit duck...","It was my first visit to Sitka and let's just say that I will definitely be back, if anything for the Ramen noodle with XO sauce. I left the ordering to a foodie friend and her choices didn't disappoi...",Really enjoyed the food here and the service was friendly. Great cocktails and delicious coffee. Would go back when I visit Malaysia again.,Had a surprise dinner on Valentines in Sitka Studio (located above Sitka Restaurant) which has changed my perception towards Malaysian fine dining.Really love the casual yet fine dining experience whi...,No specific mentions.
Skillet KL,3.0,4.9703317,4.6424932,3.149663,4.9482327,4.502966,3.0,4.511024643320363,771,No specific mentions.,Had a wonderful dinner celebration at skillet. Mohammad our server of the night was so friendly and attentive. Service was impeccable. And they surprised us with writing on our dessert and a sparkly c...,My first time here to celebrate my wedding anniversary. The food is awesome and the service is great. Love the lemon grass dessert ice cream.,"They seriously made a wonderful effort by creating an entire 6- course vegan menu for us, with just a one day notice! We’ll be going again this evening with more friends, I can’t wait to see what they...","Great food, great ambience and the staff is so friendly. Every dishes surprisingly good and well presented! I went there for my hubby birthday celebration. Me and my hubby had a wonderful discovery se...","My husband and I stayed in KL for 2 nights, and dinner at this restaurant made the whole trip worth it!!! This restaurant was by far the most delicious and surprising place. We went for the 5 course m...",No specific mentions.
Sopoong,3.0,3.0,4.402516,3.0,3.0,4.4034696,3.0,4.117647058823529,34,No specific mentions.,No specific mentions.,"A cheap korean dish restaurant . We gathered around 3 people and ordered bibimbap, kimchi fried rice, tteokbokki, gimbap n ramyeon. The bibimbap was the best!",No specific mentions.,Love love love their pastries! Their interior is truly beautiful! I love everything about this place! It's so close to KLCC which you definitely cant miss out this place!,"Lovely service at Berjaya Times Square Mall. I recommend their fried rice with chicken, and my husband recommends the seafood noodles. Looking forward to trying Korean food again.",No specific mentions.
Sou Omakase Dining,3.0,4.9656596,4.9560623,3.0,4.928216,4.532024,3.0,4.264705882352941,34,No specific mentions.,"Celebrate my husband birthday at Sou omakase. All the dinner courses are unique, fresh & delicious. I made the reservation via Whataspp and everything serve well on that day. My daughter enjoy the spe...",Okay. Not bad. Leave it to the chef to surprise you...love the sashimi super fresh and great dessert served.,"Had my birthday dinner here last year and did not write the review till now. The food was good but considering the price that we paid, i'm expecting something that wow me. I did clearly remember that ...",this is my first dining here. the food is very good and the food is fantastic. the deco and ambience is very nice. will definitely come back again.,Chef Fukuchisan does an outstanding job with his omakase. His foie gras with honey and chestnut as well as the grouper and chrysanthemum are especially good. The full omakase is a whopping 17 course b...,No specific mentions.
Souled Out,3.0,3.0,4.1116548,1.8890394,4.9426103,4.2721076,3.0,3.756880733944954,218,my favourite would be the hokkien mee and sang har mee! Good ambience as well!,No specific mentions.,"The food is amazing! Tasted a grain fed sirloin steak today and it melted in my mouth! The lamb shank is so good you think you are in a cottage pub in Yorkshire! The service is impeccable, prices are ...",It had been ten years since i had eaten @ souled out after moving away from KL. The successful formula has not changed and the food is still great! Try the chicken makanwala!!Show less,Had a good dinner with family and friends. The ambience and the hospitality are simply amazing. Met Tony G. who is the main person in charge here who took good care of us and ensure we have a wonderfu...,I visited this place maybe last year but I still remember it as being a good meal with great portions of Malaysian/north indian/Italian food. The ambiance is the best :),No specific mentions.
Southern Rock Seafood,3.0,3.0,4.150306,2.3055522,4.9744782,4.6260314,3.0,3.9012345679012346,81,No specific mentions.,No specific mentions.,"Could not resist the Oyster Happy Hour, I think between the 6 of us we managed 2.5 dozen mixed Oysters. Service was friendly and helpful as usual, being mid afternoon the restaurant was not crowded bu...",My 2nd time and so far I love the food and environment. Just a bit of hiccup on the oysters ordering as I wanted a dozen of Gallagher Specials and was told that they only have half that make us choose...,"I love oysters. It's like kissing the sea on the lips"""""""", by poet Léon-Paul Fargue. It is exactly how I feel when I had the oyster in Southern Rock. The shooter is amazing! Mussels in laksa broth is ...",A long time patron of southern rock seafood retail I was excited to hear about the restaurant opening up and I have not been disappointed! I have eaten here quite a few times since it opened and hoste...,No specific mentions.
Spice Garden,3.0,3.0,4.548222,2.9205437,4.9056,3.9294205,3.0,3.8333333333333335,42,No specific mentions.,No specific mentions.,This review is for Spice Garden @ the LINC. The newly opened restaurant serves delicious north indian food and is complimented by great service too. I would like to name Amar and the manager Jatin for...,One of my colleagues invited us to have dinner in this Indian restaurant. We arrived around 7pm and were brought to our table. The atmosphere of the restaurant was not really what I would have expecte...,We had a wonderful time in that restaurant. The atmosphere was really pleasant and we had the chance to taste authentic Indian cuisine. Halal was absolutely delicious! The place is a must!,The food in this place is excellent.MUst try indian food. The people here are specially trained how to present specially manager Mr. Jet in takes care of us happily. EVERY Indian should at least visit,No specific mentions.
Splash,3.0,3.0,3.0,3.0,3.6906154,4.389905,3.0,4.315789473684211,19,No specific mentions.,I put this review initially in the hotel section but then saw that Splash had it's own page so here goes again.....After such a pleasant experience holding our 4 year old's birthday party at Splash we...,the taste is good. the vegetable so fresh and the sauce is also tasty. restaurant ambiance are very calm,No specific mentions.,"Due to the success of the year before and the incredible helpfulness of the staff involved we decided to use this space for our 6 year old's birthday party. Once again, Mr Fuad made sure everything we...",As guests of the Westin - we love Splash and the staff there too!!!! My husband thinks they make the BEST beef burger and that they make great long island ice-teas. Nothing more relaxing than sitting ...,No specific mentions.
Sri Nirwana Maju Restaurant,3.0,3.0,4.264605,4.194305,4.971624,4.2806625,3.0,4.08235294117647,170,No specific mentions.,No specific mentions.,I have been coming to Nirwana Maju for years. It's a traditional high turnover place that serves a quick and oh-so-delicious Indian meal. I love the mutton curry with some fish curry on the rice and l...,"Me and my friends came here at lunch hour.. the seat was already full. we wait about 10 minutes, however, they served us so fast. Our food came quickly and we didn't have to wait for so long. The food...",Had a delicious meal here when we visited KL and would definitely go there again if I go back to KL.  Great service and tons of food and so cheap!  Wish we had one of these in the UK!!,I went once but trust me this is one of the best restaurant i have been. I wish to visit here once again and with my family of course :),No specific mentions.
Sri Nirwana Maju Restaurant - Bangsar,3.0,3.0,4.26203,3.3146648,4.945978,4.0483193,3.0,4.01,300,Banana Leaf  Rice..The best good food..😋 👍👍👍teh tarik  good test..,No specific mentions.,"The banana leaf rice is just amazingly good, you know!! The curry, the veggies... The side dishes are very tasty. Highly recommended!","One of the best food I had in Malaysia. The banana leaf rice is a must try when in KL! The fried vegetable with the red breading is freaking awesome! Please if someone knows the name of that, let me k...",Absolutely love the food here. The value is just so great for the price. Always love eating in KL. It's so affordable and delicious! This place in particular is really really good. They serve with fre...,"OMG,  I really love the fried bitter gourd. So far the best one I've ever tried. Had my lunch with my friend, we left with full tummy. Would definitely repeat",No specific mentions.
Sri Paandi Bukit Bintang,3.0,3.0,4.096868,3.0,4.8018866,3.7964268,3.0,3.566666666666667,30,No specific mentions.,No specific mentions.,"This southern Indian restaurant makes the best roti planta gula I ever had. If you have no idea what it is, just come here and have as a desert. It’s truly unreal. It’s a type of mild cheese that is s...","I am from Toronto, Canada. First time in Malaysia. Went here for lunch & dinner, was really happy with the service.Went for breakfast this morning, one of the guy there was so loud & talking vulgar la...",Visited today with family and friends. It was a good experience from entering the place. Customer service was awesome and food was excellent. Price is cheap and you get everything under the roof. High...,Pleasant surprise to discover this restaurant through recommendation by one of the information counter girls at a nearby mall. Their mutton curry is so tender and yummy. My husband and I enjoyed our l...,No specific mentions.
Steaks & Lobsters,3.0,3.0,4.35737,3.0,4.968942,4.120671,3.0,3.865384615384616,52,No specific mentions.,No specific mentions.,"We went there twice, firstly with our friends (8) and later just us. We were very happy with service and surprised with the extraordinary taste of the dishes we ordered and shared. We shared mushroom ...",No specific mentions.,"This was my first time being at Steak and Lobster and I decided to bring my family along to celebrate my birthday. There was a lack of staff due to Deepavali eve, but the remaining staff were friendly...",Great lobsters with very good and responsive customer service who made sure visit was tip top. Custom ordered lobster was excellent and no questions asked for free birthday lobster too. Very good valu...,No specific mentions.
Stoked Restaurant & Bar,3.0,3.0,4.559517,3.0,3.0,4.024278,3.0,4.0,26,No specific mentions.,No specific mentions.,the venue beautiful the service immaculate the wine list amazing and priced to sell The menu was lovely the cooking world classthe bread to die for I could continue and run out of platitudes The quali...,No specific mentions.,"If you love steak and you love wine, you need to go to Stoked!  Never disappointed, always charmed.  Bertha oven - the ONLY one of these in South East Asia. And did I say great wine?  perfect evening ...",Pleasantly surprised by this place. Their grilling oven looks good and the grilled fish was best of what I had so far in KL. The date pudding is worth coming back for from the city.,"Stoked is the latest incarnation of what was Ribs. Carnivores will still be delighted with the wood fired Berth a oven being manned with attention to detail, The cuisine nodes to best English but via ..."
Strato,3.0,3.0,3.2445614,2.5535522,4.5825973,4.002504,3.0,3.631578947368421,95,No specific mentions.,"The Manager Peter did a good job in running the team and making sure my wife & I are well taken care of. The food is fantastic, especially the Pan-Seared Steak and the Pizza. The Chocolate Torta was q...","To celebrate my girlfriend her birthday, me and 3 friends of ours went to this amazing restaurant with a beautiful decor and warm atmosphere. For starters we ate the bruschetta and the mozzarella di b...","having already eaten at Fuego, we returned to try one of the other restuarants in Troika Sky Dining. We had a very good Italian meal on the balcony overlooking KL Tower.","Had a great dinner at Strato. Food, wine and service worked in unison to create a pleasant dining experience. Jess was attentive and helped with superb recommendations. Felt welcomed and comfortable. ...","We had a family dinner at Strato for the last night of our holiday. We were looking for a restaurant with a view, and Strato didn't disappoint.We ordered a good selection of food across the menu, incl...",No specific mentions.
Subway,3.0,3.0,4.1329274,3.0,3.0,3.914294,3.0,3.769230769230769,65,No specific mentions.,No specific mentions.,The sandwich is very tasty and the taste is unforgettable to forget. We ordered tuna sandwich with Italian bread. You can even choose the kind of bread that you want. Its Yummy,I visited the outlet in front of Swiss Garden Hotel at Jalan Pudu on the 6th May 2015 at approx 01.30 pm with a friend of mine. The girl at the counter was interested in making fun with the boy inside...,Always good for a quick one. Love love the teriyaki chicken sandwich,"No Subway Available in Medan yet, so yeah it's one of the must eat item whenever I visit KL, and never disappointed! It's always tastyyy as you can choose any souce you want! Make your own mix and mat...",No specific mentions.
Sun Fong Bak Kut Teh,3.0,3.0,3.9726512,3.0,3.0,3.7681997,3.0,3.5945945945945947,37,No specific mentions.,No specific mentions.,"Delicious and full of flavour. Everytime we visit KL, it is our go-to place. My family has been eating there for years and we bring our International guests there too to sample the local cuisine. Serv...","So I guess the reason to eat there is to eat the Bakut Teh, some broth with pork and herbs I can't recognize. It was quite tasty. However, they don't provide a place to leave the bones after eating th...",No specific mentions.,I like the food here! Try to come here at least once during a Kuala Lumpur trip! Lots of tourists. Price is reasonable. Quality is pretty good all around. Service is fast. Quite clean! I would recomme...,No specific mentions.
Super Saigon Sri Hartamas,3.0,3.0,4.7479234,3.0,3.0,4.6688447,3.0,4.166666666666667,18,No specific mentions.,No specific mentions.,Excellent chicken and beef brisket Pho. Chicken  was so tender and flavorful. Also had the chicken and shrimp spring rolls. I suggest a stop for a great lunch.,Been wanting to eat here and finally made there last week.it didn’t disappoint me at all.my beef pho was delicious and the heart attack fried rice was also yummy.i came all the way from doha and its t...,"Impressive choices of Vietnamese food - not just pho. Food is delicious. Service is efficient. The place has a nice, bright and friendly vibe to it. An excellent venture from the La Juiceria team. Hav...","I was pleasantly surprised at how good this chain restaurant was. Located in a great spot. Thumbs up for the menu, which isn't too big and subsequently does a few dishes very well. The ambience was lo...",No specific mentions.
Supperclub KL,3.0,3.0,4.6595373,3.0,4.967906,4.9490104,3.0,4.565217391304348,23,No specific mentions.,No specific mentions.,"This place served really amazing food especially the roasted chicken, beef tartare . A must to try dessert too ! Great place!!! After dinner heading up to mango for live music.","Went here last night with 4 girlfriends. We got there at 7pm and the place was empty: there was one other table seated, that was it.4 of us arrived first and ordered drinks. Our 5th friend arrived 15m...","What a wonderful evening spent with my gal friends! Food was amazing and spectacular, true works of art. It's located in a stunning location and we really enjoyed ourselves in the nice ambiance. Great...",I was serve by Sam and he is really helpful and recommended me nice food. The food quality is better than expected and the ambiance was good to hang out as well.,No specific mentions.
Suraya Seafood,3.0,3.0,4.5398984,3.0,3.0,4.2635155,3.0,4.0,23,"Pulut mangga, nasi kerabu, laksam, and I think all the foods are delicious here. Everytime I visit this restaurant I always want to eat all kind of foods that they serve. They serve mix food, pulut ma...",No specific mentions.,good food. everything tasted very delicious. Ordered the tiga rasa fish and tom yum. It tasted good. will be back for more.,"The place is hot , crowded and not hygiene at all. I asked them clean our table before we seat , they just clean and whatever on the table left he just throwing it on the floor , whole floor with tiss...",No specific mentions.,This place has really good food. It's tasty and won't hit the pocket too steep. I suggest definitely dropping in for dinner to anyone.,No specific mentions.
Sushi Azabu,3.0,3.0,4.947418,3.0,3.0,4.2814307,3.0,4.0,19,No specific mentions.,No specific mentions.,The 4th Floor of the Isetan Japan Store at Lot 10 is gorgeous. Our first visit and lunched at Sushi Azabu. Booked a day ahead but didn't really have to- we had the restaurant to ourselves from 11:30am...,"Visited this sushiya for the 3rd time this year and still, there's hits and misses. It's just my personal preference. During my 3rd visit to Azabu, there was this very fishy smell after I sat down at ...","Food is great and the staffs are very friendly and polite. If you are seated on the sushi bar area, the chef will served the sushi piece by piece.Every dishes is explained by the service staff and as ...","The nigiri was really good, the different flavors in your mouth is amazing, the chef Toshihide prepared in front of us the dishes, and explained about each one nigiri. The place is really nice, the pr...",No specific mentions.
Sushi Hibiki,3.0,3.0,4.883486,4.036573,4.9518905,4.6875033,3.0,4.838709677419355,124,No specific mentions.,Had a wonderful birthday celebration for my girlfriend. Food is very fresh and Chef Sam is very friendly. We even got him to sign on the birthday card :),"A great place for Omakase. Chef Sam is good and friendly, always ready to answer all your queries. Sushis and grilled dishes are awesome too! One of my favourite dishes is the beef dipped in egg yolk....",My dining adventure continues this time to Sushi Hibiki. Let Chef Makoto Saito Sam take you on a remarkable fine Japanese cuisine journey using the finest ingredients from Japan. Love the set-up as it...,"Reserved for Omakase course and the ambience was more than perfect, Chef Saito and his assistant, Chef Yap were serving us good and friendly. The food was beyond my imagination! Ingredients were very ...",My wife and me are an omakase lover. We come here to celebrate her promotion.It is a really cool restaurant. The food is nice and the chef is super friendly. Worth for the price!!!,No specific mentions.
Sushi Oribe,3.0,3.0,4.4634275,3.2908165,4.9654784,4.568166,3.0,4.531531531531532,111,No specific mentions.,"Finally i had the reason to eat here, was treated to a delicious birthday lunch. I have heard so much and really could not wait to savor the handmade sushi by Chef Ori. Chef Ori pleasantly introduces ...","We really enjoyed our Omakase lunch at Oribe today. 7 lovely courses and great service. Nice sake too. Favourite was the special bowl of Uni, ikura, prawn and tuna. Loved the torched white pomfret sus...","Went to KL for a business trip and was so happy that I decided to try Sushi Oribe. Sat by the counter and an amazing omakase journey began. Chef Naoya was engaged, friendly and humorous. Plate after p...",Both Master Chef Ori and Chef Naoya has given us the best sushi experience in Kuala Lumpur. The sushi and sashimis that were served varies according to season and this made it very interesting for us ...,My experience with Oribe was quite a while back but I could never forget the wonderful sushi that I had over here. Each sushi tasted wonderful and the ingredients they have used were top-notch. My and...,No specific mentions.
Sushi Tei,3.0,3.0,4.1563525,1.4522134,3.0,3.6557148,3.0,3.3768115942028984,69,No specific mentions.,No specific mentions.,"Pavilion Kuala Lumpur,""""Sushi was fresh and the price is really reasonable. tried many japanese meal here. sashime, the soup, the fried oyster, sushi, tempura with rice, and many others. cant remember...","Pavilion Kuala Lumpur,""""Sushi Tei (ST) targets the mid and mid-upper class segment. I am a frequent diner at the Sushi Tei(s) in Singapore. Good food, good service. And my wife eveb signed up for thei...","Pavilion Kuala Lumpur,""""Whenever I'm in Pavilion KL, I will definitely come back to dine at Sushi Tei! It is a casual Japanese Cuisine Restaurant but the standard of service and food served have never...","Pavilion Kuala Lumpur,We were excited to try different types of sushis there. Food is very tasty and the service is very good",No specific mentions.
Sushi Zanmai,3.0,3.0,3.8775835,2.0466597,4.577672,4.134767,3.0,3.673202614379085,153,No specific mentions.,No specific mentions.,My fiance and I ate at Sushi Zanmai at Plaza Low Yat and loved it so much we ate there everytime we were in KL last year! The sushi is fresh and tasty and amazing value. The staff are friendly and att...,"We took couple of nigiris, sushisets and makis. It was a lunch time and we were quite in a hurry but had to wait 30min after everything was on the table. Anyways food tasted very fresh and good and wa...",i love sushi zanmai! it has many choices and most of it are just delicious. there's no mistaken that this sushi restaurant is one of the best by looking at the queue of ppl waiting to go in. definitel...,The sushi here in the best I've ever had and I would go everyday day if I could! The service is excellent and the choice on the menu is huge so I end up ordering almost everything.I would highly recom...,No specific mentions.
Suzi's Corner,3.0,3.0,4.6814923,2.561632,4.9635606,4.310441,3.0,4.111111111111111,198,No specific mentions.,No specific mentions.,"I have been coming here for the last 20 years, mostly for the steak, and it is always amazing, never a let down! The same person has been running the steak hut and she always remembers our orders from...","We ate here after reading the reviews and was not disappointed. The best value steaks we had in kl, great prompt service, advised how long the wait was, great atmosphere.",Love the steak and maggi goreng here. Amazing! Good and quick service too. Will definietly be back for more!,"Went here with some friends to relive some old memories. It was our goto for food near our office in 2001. Very happy to say it is still just as good :-) The beer was cold, the Chicken Murtabak was de...",No specific mentions.
Symphony by Chef Jo,3.0,3.0,3.5950956,3.0,3.0,4.2468147,3.0,4.055555555555555,18,No specific mentions.,No specific mentions.,Going there on a public holiday was breeze where parking bays at the DC Mall was abundant. As you enter you find the setting of spaciousness and the staff are very welcoming. We tried 4 dishes: Deepfr...,I LOVE nice restaurant and good food. I travel extensively just for food. Last night I went for dinner with friends and had delicious meal.Every meal I had with refine taste.Beside the food is excelle...,Great evening and amazing dinner – highly recommended. The food was interesting and delicious especially “dirty laundry” 😋,The foods that we ordered were good and delicious. Smoke duck pasta was really tasty. Must order menu is ‘Dirty Laundry’ - The lamb is tender and crispy. We really like it! Price is reasonable.,No specific mentions.
TEMPTationS,3.0,3.0,4.287014,3.3943462,4.962549,4.158889,3.0,4.235955056179775,178,No specific mentions.,No specific mentions.,"I went to the buffet dinner in this restaurant. There are great selections of seafood and the taste is really nice, especially the chili crabs and the tiger prawns, the service is excellent also!!","The service staff are wonderful even remembered the table where I like to sit and my special coffee order, great again guys see you all soon",First impression when driving up and entering lobby very good. All staff very friendly & helpful .I'm so enjoyed the delicious food. Buffer lunch at this hotel and i love it! REALLY good food.Amazing ...,Feels great to experience again the long buffet lunch at Temptations Restaurant at Renaissance KL.. food spread is awesome and yummy.. staffs were attentive and friendly even though it was full of gue...,No specific mentions.
